district,type,name,address,tel,website,twd97E,twd97N,update_date
汐止區,戶政機關,新北市汐止戶政事務所中興辦事處,新北市汐止區福德一路258號2樓,02-26941981,www.xizhi.ris.ntpc.gov.tw,313891.913,2773079.642,"2015-02-24 06:00:00.297"
汐止區,地政機關,新北市汐止地政事務所,新北市汐止區新台五路一段262號,02-26421621,www.xizhi.land.ntpc.gov.tw,316427.0,2772988.0,"2015-02-24 06:00:00.297"
汐止區,戶政機關,新北市汐止戶政事務所,新北市汐止區新台五路一段268號6樓,02-26422547,www.xizhi.ris.ntpc.gov.tw,316477.416,2773003.559,"2015-02-24 06:00:00.297"
汐止區,衛生機關,新北市汐止區衛生所,新北市汐止區新興路3號1樓,02-26412030,xizhi.health.ntpc.gov.tw,316218.0,2773150.0,"2015-02-24 06:00:00.297"
汐止區,公所,汐止區公所,新北市汐止區新台五路一段268號,02-26411111,www.xizhi.ntpc.gov.tw,316476.0,2773008.0,"2015-02-24 06:00:00.297"
汐止區,消防機關,新北市社后消防分隊,新北市汐止區福德一路236號,02-86931911,www.fire.ntpc.gov.tw,313966.0,2773129.0,"2015-02-24 06:00:00.297"
汐止區,消防機關,新北市汐止消防分隊,新北市汐止區大同路二段447號,02-26413249,www.fire.ntpc.gov.tw,316539.085321,2773433.15097,"2015-02-24 06:00:00.297"
汐止區,其他機關,汐止區農會,新北市汐止區新台五路一段207號,02-26416666,www.hfa.com.tw/,316275.0,2773001.0,"2015-02-24 06:00:00.297"
汐止區,警察機關,東山派出所,新北市汐止區汐平路二段68號,02-26415841,www.xizhi.police.ntpc.gov.tw,320497.0,2772692.0,"2015-02-24 06:00:00.297"
汐止區,警察機關,烘內派出所,新北市汐止區汐萬路二段230號,02-26462564,www.xizhi.police.ntpc.gov.tw,315224.0,2775732.0,"2015-02-24 06:00:00.297"
汐止區,警察機關,八連派出所,新北市汐止區長青路188巷1之1號,02-26451281,www.sijhih.police.ntpc.gov.tw,311082.0,2778230.0,"2015-02-24 06:00:00.297"
汐止區,警察機關,橫科派出所,新北市汐止區民權街二段87號,02-26401237,www.sijhih.police.ntpc.gov.tw,312476.0,2771192.0,"2015-02-24 06:00:00.297"
汐止區,警察機關,社后派出所,新北市汐止區中興路108號,02-26942819,www.xizhi.police.ntpc.gov.tw,313906.0,2772987.0,"2015-02-24 06:00:00.297"
汐止區,警察機關,長安派出所,新北市汐止區大同路三段99號,02-86482618,www.xizhi.police.ntpc.gov.tw,317447.0,2774561.0,"2015-02-24 06:00:00.297"
汐止區,警察機關,汐止分局,新北市汐止區伯爵街9號,02-26412610,www.xizhi.police.ntpc.gov.tw,314593.68,2774489.27,"2015-02-24 06:00:00.297"
汐止區,警察機關,國道公路第一警察隊汐止分隊,新北市汐止區長江街254號,02-26411141,www.hpb.gov.tw,316934.785,2774699.191,"2015-02-24 06:00:00.297"
汐止區,警察機關,汐止交通分隊,新北市汐止區忠孝東路1-2號,02-86424742,www.xizhi.police.ntpc.gov.tw,316276.0,2773025.0,"2015-02-24 06:00:00.297"
汐止區,消防機關,新北市秀峰消防分隊,新北市汐止區忠孝東路1之1號,02-26412052,www.fire.ntpc.gov.tw,316283.362921,2773013.54344,"2015-02-24 06:00:00.297"
汐止區,消防機關,新北市第六消防大隊,新北市汐止區福德一路236號,02-26947119,www.fire.ntpc.gov.tw,313972.0,2773130.0,"2015-02-24 06:00:00.297"
汐止區,消防機關,新北市長青消防分隊,新北市汐止區永春一路4號,02-26451334,www.fire.ntpc.gov.tw,310820.542201,2778361.25082,"2015-02-24 06:00:00.297"
汐止區,消防機關,新北市橫科消防分隊,新北市汐止區橫科路119號,02-26600623,www.fire.ntpc.gov.tw,312554.03224,2771507.63162,"2015-02-24 06:00:00.297"
汐止區,其他機關,新北市汐止區調解委員會,新北市汐止區公園路2號2樓,02-26411111#173,,316531.251924,2773477.776998,"2015-02-24 06:00:00.297"
汐止區,警察機關,汐止派出所,新北市汐止區新興路3號6樓,02-2641-2827,www.xizhi.police.ntpc.gov.tw,316223.0,2773149.0,"2015-02-24 06:00:00.297"
汐止區,稅捐機關,新北市政府稅捐稽徵處汐止分處,新北市汐止區新台五路一段268號8樓,02-26484646,www.tax.ntpc.gov.tw/web/SG?pageID=23173,316479.720909,2773000.01546,"2015-02-24 06:00:00.297"
汐止區,稅捐機關,財政部北區國稅局汐止稽徵所,新北市汐止區新台五路一段268號9樓,02-26486301,www.ntbna.gov.tw,316481.891108,2772995.32035,"2015-02-24 06:00:00.297"
汐止區,教育研究機構,財團法人中國生產力中心,新北市汐止區新台五路一段79號2樓,02-26982989,www.cpc.org.tw,314073.499,2772187.56,"2015-02-24 06:00:00.297"
汐止區,教育研究機構,財團法人台灣經濟發展研究院,新北市汐止區新台五路一段96號13樓,02-26969966,www.tedr.org.tw,315319.82,2772650.894,"2015-02-24 06:00:00.297"
汐止區,教育研究機構,財團法人生物技術開發中心汐止研發區,新北市汐止區康寧街169巷101號,02-26956933,www.dcb.org.tw,312858.565,2773687.26,"2015-02-24 06:00:00.297"
汐止區,國民小學,市立北峰國小,新北市汐止區中興里環河街1號,02-26411817,www.pfes.ntpc.edu.tw,313798.704037,2772936.79363,"2015-02-24 06:00:00.297"
汐止區,國民小學,市立北港國小,新北市汐止區汐萬路二段279號,02-26462832,www.bkes.ntpc.edu.tw,315068.747159,2775821.84795,"2015-02-24 06:00:00.297"
汐止區,國民小學,市立白雲國小,新北市汐止區民權街二段90號,02-26403909,www.pyps.ntpc.edu.tw,312418.688989,2771202.79811,"2015-02-24 06:00:00.297"
汐止區,國民小學,市立汐止國小,新北市汐止區大同路二段313號,02-26477271,www.hjes.ntpc.edu.tw,316041.628475,2773356.77406,"2015-02-24 06:00:00.297"
汐止區,國民小學,市立秀峰國小,新北市汐止區仁愛路90號,02-26480611,www.sfps.ntpc.edu.tw,316775.627397,2772880.7565,"2015-02-24 06:00:00.297"
汐止區,國民小學,市立東山國小,新北市汐止區東山里汐平路二段76號,02-26416170,www.dsps.ntpc.edu.tw,320612.766575,2772600.64311,"2015-02-24 06:00:00.297"
汐止區,國民小學,市立金龍國小,新北市汐止區明峰街201號,02-26959941,www.gdps.ntpc.edu.tw,313359.704429,2773558.80951,"2015-02-24 06:00:00.297"
汐止區,國民小學,市立長安國小,新北市汐止區長安里長興街一段80號,02-26412944,www.chanes.ntpc.edu.tw,317742.629635,2774723.8203,"2015-02-24 06:00:00.297"
汐止區,國民小學,市立保長國小,新北市汐止區大同路三段553號,02-26412502,www.bjes.ntpc.edu.tw,318542.637163,2773928.78845,"2015-02-24 06:00:00.297"
汐止區,國民小學,市立崇德國小,新北市汐止區茄苳里茄苳路158號,02-26412052,www.cdps.ntpc.edu.tw,317540.627525,2773576.77823,"2015-02-24 06:00:00.297"
汐止區,國民小學,市立樟樹國小,新北市汐止區樟樹一路141巷2號,02-26421407,www.tctes.ntpc.edu.tw,314736.654359,2773387.78692,"2015-02-24 06:00:00.297"
汐止區,國民中學,市立汐止國中,新北市汐止區禮門里大同路二段394號,02-26412803,www.hcjhs.ntpc.edu.tw,316413.623974,2773308.77229,"2015-02-24 06:00:00.297"
汐止區,國民中學,市立青山中小學,新北市汐止區莊敬街33號,02-26917877,www.csjhs.ntpc.edu.tw,316233.761196,2772665.12007,"2015-02-24 06:00:00.297"
汐止區,國民中學,市立樟樹國中,新北市汐止區樟樹二路135號,02-26430686,www.ctjhs.ntpc.edu.tw,314485.663647,2773186.78123,"2015-02-24 06:00:00.297"
汐止區,高中職,市立秀峰高中,新北市汐止區忠孝東路201號,02-26412134,www.sfhs.ntpc.edu.tw,316631.621336,2773272.77097,"2015-02-24 06:00:00.297"
汐止區,高中職,私立崇義高中,新北市汐止區大同路三段68號,02-86482078,www.cysh.ntpc.edu.tw,317484.63028,2774464.81067,"2015-02-24 06:00:00.297"
汐止區,教育研究機構,中國生產力中心,新北市汐止區新台五路一段79號2樓,02-26982989,www.cpc.org.tw,314073.499456,2772187.55994,"2015-02-24 06:00:00.297"
汐止區,教育研究機構,台灣經濟發展研究院,新北市汐止區新台五路一段96號13樓,02-26969966,www.tedr.org.tw,315319.82002,2772650.89405,"2015-02-24 06:00:00.297"
汐止區,教育研究機構,生物技術開發中心汐止研發區,新北市汐止區康寧街169巷101號,02-26956933,www.dcb.org.tw,312858.564651,2773687.26006,"2015-02-24 06:00:00.297"
汐止區,火車站,五堵火車站,新北市汐止區長安里長安路17號,02-86476200,www.railway.gov.tw,317340.401093,2774578.2717,"2015-02-24 06:00:00.297"
汐止區,火車站,汐止火車站,新北市汐止區信義路1號,02-26415096,www.railway.gov.tw,316781.601202,2773491.90463,"2015-02-24 06:00:00.297"
汐止區,火車站,汐科火車站北站,新北市汐止區大同路二段182號,02-23815226#8730,www.railway.gov.tw,315701.518602,2772961.2982,"2015-02-24 06:00:00.297"
汐止區,火車站,汐科火車站南站,新北市汐止區大同路二段182號,02-23815226#8731,www.railway.gov.tw,315375.105233,2772879.16986,"2015-02-24 06:00:00.297"
瑞芳區,公所,瑞芳區公所,新北市瑞芳區逢甲路82號,02-24972250,www.ruifang.ntpc.gov.tw,331682.807,2778078.556,"2015-02-24 06:00:00.297"
瑞芳區,地政機關,新北市瑞芳地政事務所,新北市瑞芳區明燈路三段32號,02-24974106,www.ruifang.land.ntpc.gov.tw,331488.0,2777972.0,"2015-02-24 06:00:00.297"
瑞芳區,戶政機關,新北市瑞芳戶政事務所,新北市瑞芳區中正路30號5樓,02-24972229,www.ruifang.ris.ntpc.gov.tw,331483.0,2777891.0,"2015-02-24 06:00:00.297"
瑞芳區,衛生機關,新北市瑞芳區衛生所,新北市瑞芳區明燈路三段1號,02-24972132,ruifang.health.ntpc.gov.tw,331596.0,2777913.0,"2015-02-24 06:00:00.297"
瑞芳區,消防機關,新北市瑞芳消防分隊,新北市瑞芳區中正路30號,02-24971600,www.fire.ntpc.gov.tw,331483.0,2777891.0,"2015-02-24 06:00:00.297"
瑞芳區,其他機關,瑞芳地區農會,新北市瑞芳區逢甲路39號,02-24972760,,330745.0,2778816.0,"2015-02-24 06:00:00.297"
瑞芳區,其他機關,瑞芳區漁會,新北市瑞芳區深澳里深澳路12號,02-24972815,,332554.0,2780458.0,"2015-02-24 06:00:00.297"
瑞芳區,警察機關,鼻頭派出所,新北市瑞芳區鼻頭里鼻頭路101號,02-24911579,www.rueifang.police.ntpc.gov.tw,342393.0,2779834.0,"2015-02-24 06:00:00.297"
瑞芳區,警察機關,瑞芳分局,新北市瑞芳區明燈路3段25號,02-24062602,www.ruifang.police.ntpc.gov.tw,331453.0,2777941.0,"2015-02-24 06:00:00.297"
瑞芳區,警察機關,九份派出所,新北市瑞芳區頌德里豎崎路24號,02-24972609,www.ruifang.police.ntpc.gov.tw,335034.0,2778185.0,"2015-02-24 06:00:00.297"
瑞芳區,警察機關,四腳亭派出所,新北市瑞芳區吉慶里瑞竹路124號,02-24576947,www.rueifang.police.ntpc.gov.tw,326850.0,2777524.0,"2015-02-24 06:00:00.297"
瑞芳區,警察機關,金瓜石派出所,新北市瑞芳區瓜山里金光路51號,02-24961528,www.ruifang.police.ntpc.gov.tw,336509.0,2778046.0,"2015-02-24 06:00:00.297"
瑞芳區,警察機關,瑞濱派出所,新北市瑞芳區瑞濱里建基路一段5之1號,02-24972009,www.rueifang.police.ntpc.gov.tw,332590.0,2779476.0,"2015-02-24 06:00:00.297"
瑞芳區,警察機關,猴硐派出所,新北市瑞芳區弓橋里九芎橋路96號,02-24972527,www.ruifang.police.ntpc.gov.tw,334042.0,2776385.0,"2015-02-24 06:00:00.297"
瑞芳區,警察機關,大寮派出所,新北市瑞芳區魚坑路278號,02-24972608,www.ruifang.police.ntpc.gov.tw,329417.0,2777848.0,"2015-02-24 06:00:00.297"
瑞芳區,警察機關,水湳洞派出所,新北市瑞芳區濂洞里洞頂路8號,02-24961529,www.rueifang.police.ntpc.gov.tw,336938.0,2779519.0,"2015-02-24 06:00:00.297"
瑞芳區,警察機關,瑞芳派出所,新北市瑞芳區明燈路三段25號,02-24972141,www.ruifang.police.ntpc.gov.tw,331466.0,2777938.0,"2015-02-24 06:00:00.297"
瑞芳區,警察機關,保安深澳分隊,新北市瑞芳區建基路一段14號,02-24970244,,332651.0,2779718.0,"2015-02-24 06:00:00.297"
瑞芳區,警察機關,瑞芳交通分隊,新北市瑞芳區大寮路41號,02-24977468,www.ruifang.police.ntpc.gov.tw,328911.0,2776901.0,"2015-02-24 06:00:00.297"
瑞芳區,警察機關,鐵路警察局瑞芳派出所,新北市瑞芳區明燈路三段82號,02-24975034,www.jpdb.police.ntpc.gov.tw,331277.0,2778088.0,"2015-02-24 06:00:00.297"
瑞芳區,消防機關,新北市瑞亭消防分隊,新北市瑞芳區大埔路172號,02-24578174,www.fire.ntpc.gov.tw,326871.0,2777326.0,"2015-02-24 06:00:00.297"
瑞芳區,警察機關,瑞芳鐵路局派出所,新北市瑞芳區明燈路三段82號,02-24975034,www.tcpsung.gov.tw,331317.0,2778013.0,"2015-02-24 06:00:00.297"
瑞芳區,其他機關,新北市瑞芳區調解委員會,新北市瑞芳區逢甲路82號,02-24979947,,330442.181169,2778600.642353,"2015-02-24 06:00:00.297"
瑞芳區,消防機關,新北市九份消防分隊,新北市瑞芳區崙頂路1之5號,02-24061500,www.fire.ntpc.gov.tw,335242.97699,2777875.10323,"2015-02-24 06:00:00.297"
瑞芳區,稅捐機關,新北市政府稅捐稽徵處瑞芳分處,新北市瑞芳區明燈路三段42號,02-24062800,www.tax.ntpc.gov.tw/web/SG?pageID=23697,331439.383071,2777978.75225,"2015-02-24 06:00:00.297"
瑞芳區,稅捐機關,財政部北區國稅局汐止稽徵所瑞芳服務處,新北市瑞芳區明燈路三段42號4樓,02-24969641,www.ntbna.gov.tw,331437.622997,2777987.90448,"2015-02-24 06:00:00.297"
瑞芳區,國民小學,市立九份國小,新北市瑞芳區永慶里崙頂路145號,02-24972263,www.jfes.ntpc.edu.tw,335051.904074,2777911.23017,"2015-02-24 06:00:00.297"
瑞芳區,國民小學,市立瓜山國小,新北市瑞芳區石山里五號路306號,02-24962036,www.gsps.ntpc.edu.tw,336417.151645,2778345.29831,"2015-02-24 06:00:00.297"
瑞芳區,國民小學,市立吉慶國小,新北市瑞芳區吉安里大埔路95號,02-24576405,www.cces.ntpc.edu.tw,327027.734938,2777111.87409,"2015-02-24 06:00:00.297"
瑞芳區,國民小學,市立猴硐國小,新北市瑞芳區九芎橋路69之1號,02-24960450,www.htes.ntpc.edu.tw,334111.262393,2776279.13852,"2015-02-24 06:00:00.297"
瑞芳區,國民小學,市立瑞芳國小,新北市瑞芳區龍川里中山路2號,02-24972058,www.rfes.ntpc.edu.tw,331071.621462,2777966.95054,"2015-02-24 06:00:00.297"
瑞芳區,國民小學,市立瑞亭國小,新北市瑞芳區四腳亭埔路23號,02-24971726,www.rtes.ntpc.edu.tw,328395.78093,2777388.86066,"2015-02-24 06:00:00.297"
瑞芳區,國民小學,市立瑞柑國小,新北市瑞芳區明燈路一段18巷13號,02-24971009,www.rges.ntpc.edu.tw,333036.867325,2778233.61362,"2015-02-24 06:00:00.297"
瑞芳區,國民小學,市立瑞濱國小,新北市瑞芳區瑞濱路34號,02-24972625,www.jpes.ntpc.edu.tw,332704.717224,2779389.99734,"2015-02-24 06:00:00.297"
瑞芳區,國民小學,市立義方國小,新北市瑞芳區龍山里逢甲路360號,02-24970961,www.jfps.ntpc.edu.tw,330922.758501,2778562.01097,"2015-02-24 06:00:00.297"
瑞芳區,國民小學,市立鼻頭國小,新北市瑞芳區鼻頭里鼻頭路99號,02-24911571,www.pitoues.ntpc.edu.tw,342707.500974,2779527.68423,"2015-02-24 06:00:00.297"
瑞芳區,國民小學,市立濂洞國小,新北市瑞芳區濂洞里洞頂路101巷80號,02-24961330,www.ldes.ntpc.edu.tw,336699.044786,2779603.27784,"2015-02-24 06:00:00.297"
瑞芳區,國民中學,私立時雨國中,新北市瑞芳區銅山里祈堂路217號,02-24962217,www.syjh.ntpc.edu.tw,336281.141092,2778166.29938,"2015-02-24 06:00:00.297"
瑞芳區,國民中學,市立欽賢國中九份校區(本部),新北市瑞芳區崙頂路3之1號,02-24972261,www.cejh.ntpc.edu.tw,335320.256408,2777660.08393,"2015-02-24 06:00:00.297"
瑞芳區,國民中學,市立欽賢國中鼻頭校區(分部),新北市瑞芳區南雅里87之1號,02-24911580,www.cejh.ntpc.edu.tw,339441.241445,2779446.49626,"2015-02-24 06:00:00.297"
瑞芳區,國民中學,市立瑞芳國中,新北市瑞芳區三瓜子坑路1號,02-24972415,www.rfjh.ntpc.edu.tw,332235.685574,2777959.02157,"2015-02-24 06:00:00.297"
瑞芳區,公共親子中心,瑞芳中山公共親子中心,新北市瑞芳區中山路2號,02-24972058分機100,NULL,331073.621462,2777964.95054,"2015-02-24 06:00:00.297"
瑞芳區,火車站,三貂嶺火車站,新北市瑞芳區碩仁里魚寮路1號,02-24971896,www.railway.gov.tw,332976.013438,2773289.35668,"2015-02-24 06:00:00.297"
瑞芳區,火車站,四腳亭火車站,新北市瑞芳區吉慶里中央路65號,02-24579346,www.railway.gov.tw,326849.136996,2777364.5751,"2015-02-24 06:00:00.297"
瑞芳區,火車站,侯硐火車站,新北市瑞芳區光復里柴寮路70號,02-24977747,www.railway.gov.tw,333437.525565,2775686.18727,"2015-02-24 06:00:00.297"
瑞芳區,火車站,瑞芳火車站,新北市瑞芳區龍潭里明燈路三段82號,02-24972033,www.railway.gov.tw,331295.673035,2778098.29426,"2015-02-24 06:00:00.297"
林口區,戶政機關,新北市林口戶政事務所,新北市林口區竹林路2號,02-26011574,www.linkou.ris.ntpc.gov.tw,289012.763,2774350.557,"2015-02-24 06:00:00.297"
林口區,衛生機關,新北市林口區衛生所,新北市林口區菁湖里林口路70號,02-26011005,linkou.health.ntpc.gov.tw,289363.0,2774631.0,"2015-02-24 06:00:00.297"
林口區,消防機關,新北市林口消防分隊,新北市林口區中山路137號,02-26011166,www.fire.ntpc.gov.tw,289179.864778,2774563.83164,"2015-02-24 06:00:00.297"
林口區,其他機關,林口區農會,新北市林口區林口路29號,02-26011226,,289434.0,2774495.0,"2015-02-24 06:00:00.297"
林口區,警察機關,文化派出所,新北市林口區麗園一街5號,02-26095766,www.xinzhuang.police.ntpc.gov.tw,287960.0,2773816.0,"2015-02-24 06:00:00.297"
林口區,警察機關,下福派出所,新北市林口區下福里99之1號,02-26062835,www.xinzhuang.police.ntpc.gov.tw,279335.0,2778809.0,"2015-02-24 06:00:00.297"
林口區,警察機關,瑞平派出所,新北市林口區瑞平里10鄰44號,02-26052724,www.xinzhuang.police.ntpc.gov.tw,283877.0,2779416.0,"2015-02-24 06:00:00.297"
林口區,警察機關,林口分駐所,新北市林口區林口里中正路102號,02-26011630,www.sinjhuang.police.ntpc.gov.tw,289699.0,2774403.0,"2015-02-24 06:00:00.297"
林口區,公所,林口區公所,新北市林口區仁愛路一段378號,02-26033111,www.linkou.ntpc.gov.tw,289208.799,2774336.982,"2015-02-24 06:00:00.297"
林口區,其他機關,新北市林口區調解委員會,新北市林口區仁愛路60號,02-26033111#49,,289155.977793,2774325.68428,"2015-02-24 06:00:00.297"
林口區,消防機關,內政部消防署基隆港務消防隊台北港分隊,新北市八里區商港路122號,02-26196151,www.klhfd.gov.tw,289490.0,2782623.0,"2015-02-24 06:00:00.297"
林口區,教育研究機構,台灣電子檢驗中心林口實驗室,新北市林口區頂福里5鄰34號,02-26023052,www.etc.org.tw,285485.203856,2776593.0233,"2015-02-24 06:00:00.297"
林口區,大專院校,國立臺灣師範大學林口校區,新北市林口區仁愛路一段2號,02-77148888,www.ntnu.edu.tw,290534.618409,2773416.28687,"2015-02-24 06:00:00.297"
林口區,大專院校,私立醒吾技術學院,新北市林口區粉寮路一段101號,02-26015310,www.hwc.edu.tw,289872.815639,2774842.40318,"2015-02-24 06:00:00.297"
林口區,國民小學,市立林口國小,新北市林口區林口路76號,02-26011010,www.lkes.ntpc.edu.tw,289386.648025,2774708.56031,"2015-02-24 06:00:00.297"
林口區,國民小學,市立南勢國小,新北市林口區南勢街215號,02-26091020,www.nses.ntpc.edu.tw,286193.49897,2774139.61336,"2015-02-24 06:00:00.297"
林口區,國民小學,市立瑞平國小,新北市林口區太平里後坑路34之1號,02-26052779,www.rpes.ntpc.edu.tw,285264.921566,2780074.06572,"2015-02-24 06:00:00.297"
林口區,國民小學,市立嘉寶國小,新北市林口區嘉寶里22號,02-26052716,www.jbes.ntpc.edu.tw,284187.805381,2777831.87683,"2015-02-24 06:00:00.297"
林口區,國民小學,市立興福國小,新北市林口區下福里19鄰10之1號,02-26062135,www.hfps.ntpc.edu.tw,281533.464388,2778265.68595,"2015-02-24 06:00:00.297"
林口區,國民小學,市立麗林國小,新北市林口區公園路46號,02-26008457,www.lles.ntpc.edu.tw,287138.523482,2773353.4669,"2015-02-24 06:00:00.297"
林口區,國民小學,市立麗園國小,新北市林口區忠孝路591號,02-26091061,www.lyaes.ntpc.edu.tw,287977.559248,2773466.37518,"2015-02-24 06:00:00.297"
林口區,國民中學,市立林口國中,新北市林口區民治路25號,02-26011014,www.lkjh.ntpc.edu.tw,287998.599165,2774354.51727,"2015-02-24 06:00:00.297"
林口區,國民中學,市立崇林國中,新北市林口區文化一路一段20號,02-26095829,www.ttcjhs.ntpc.edu.tw,287352.533347,2773312.46125,"2015-02-24 06:00:00.297"
林口區,高中職,市立林口高中,新北市林口區仁愛路二段173號,02-26009482,www.lksh.ntpc.edu.tw,288445.035,2773950.859,"2015-02-24 06:00:00.297"
林口區,高中職,私立醒吾高中,新北市林口區粉寮路一段75巷80號,02-26012644,www.swsh.ntpc.edu.tw,289943.705645,2774722.17617,"2015-02-24 06:00:00.297"
林口區,國民中學,市立佳林國中,新北市林口區中山路268號,02-26028555,www.jljh.ntpc.edu.tw,288762.040243,2774741.89891,"2015-02-24 06:00:00.297"
林口區,國民小學,市立頭湖國小,新北市林口區民權路101號,02-26080766,www.jles.ntpc.edu.tw,287560.338274,2774972.54121,"2015-02-24 06:00:00.297"
林口區,教育研究機構,財團法人台灣電子檢驗中心林口實驗室,新北市林口區34號,02-26023052,,285485.204,2776593.023,"2015-02-24 06:00:00.297"
林口區,捷運站,捷運林口站(施工中),新北市林口區,02-21812345,www.trtc.com.tw,286462.9919314,2773101.59171744,"2015-02-24 06:00:00.297"
五股區,戶政機關,新北市五股戶政事務所,新北市五股區中興路四段70號,02-22916698,www.wugu.ris.ntpc.gov.tw,294103.981,2775083.709,"2015-02-24 06:00:00.297"
五股區,衛生機關,新北市五股區衛生所,新北市五股區五股里中興路四段67之1號,02-22917717,wugu.health.ntpc.gov.tw,294066.0,2775115.0,"2015-02-24 06:00:00.297"
五股區,消防機關,新北市五股消防分隊,新北市五股區五股里工商路1號,02-22921119,www.fire.ntpc.gov.tw,294362.965319,2774994.21631,"2015-02-24 06:00:00.297"
五股區,其他機關,五股區農會,新北市五股區民義路一段13號,02-22914060,,294058.0,2775097.0,"2015-02-24 06:00:00.297"
五股區,警察機關,更寮派出所,新北市五股區中興路二段147號,02-29711126,www.lujhou.police.ntpc.gov.tw,296190.0,2774465.0,"2015-02-24 06:00:00.297"
五股區,警察機關,成州派出所,新北市五股區成德里成泰路三段539號,02-22921296,www.lujhou.police.ntpc.gov.tw,295551.0,2777090.0,"2015-02-24 06:00:00.297"
五股區,警察機關,五股分駐所,新北市五股區五股里中興路四段67號,02-22916948,www.lujhou.police.ntpc.gov.tw,294066.0,2775099.0,"2015-02-24 06:00:00.297"
五股區,警察機關,德音派出所,新北市五股區水碓二路1號,02-82923789,www.luzhou.police.ntpc.gov.tw,293348.0,2773858.0,"2015-02-24 06:00:00.297"
五股區,消防機關,新北市德音消防分隊,新北市五股區明德路8號,02-22912363,www.fire.ntpc.gov.tw,293769.990332,2773759.65135,"2015-02-24 06:00:00.297"
五股區,其他機關,新北市五股區調解委員會,新北市五股區中興路4段50號,02-22920563,,294429.448642,2774944.421569,"2015-02-24 06:00:00.297"
五股區,消防機關,新北市更寮消防分隊,新北市五股區中興路二段83巷26之6號,02-29884119,www.fire.ntpc.gov.tw,296330.617719,2774244.30727,"2015-02-24 06:00:00.297"
五股區,軍警學校,憲兵學校五股校區,新北市五股區成泰路一段175號,02-22928271#695610,mpedu.mnd.gov.tw,293845.0,2774224.0,"2015-02-24 06:00:00.297"
五股區,教育研究機構,財團法人醫藥工業技術發展中心,新北市五股區五權路9號7樓,02-66251166,www.pitdc.org.tw,295251.58,2773055.686,"2015-02-24 06:00:00.297"
五股區,國民小學,市立五股國小,新北市五股區五股里成泰路二段49號,02-22917191,www.wkes.ntpc.edu.tw,294062.692368,2775023.14585,"2015-02-24 06:00:00.297"
五股區,國民小學,市立成州國小,新北市五股區成泰路三段493號,02-22933613,www.cjoes.ntpc.edu.tw,295402.748856,2776888.16386,"2015-02-24 06:00:00.297"
五股區,國民小學,市立更寮國小,新北市五股區四維路2號,02-29824591,www.glps.ntpc.edu.tw,297214.686872,2773624.99816,"2015-02-24 06:00:00.297"
五股區,國民中學,市立五股國中,新北市五股區五股里成泰路二段49巷15號,02-22915224,www.wkjh.ntpc.edu.tw,293908.725853,2774975.07237,"2015-02-24 06:00:00.297"
五股區,教育研究機構,醫藥工業技術發展中心,新北市五股區五權路9號7樓,02-66251166,www.pitdc.org.tw,295251.579883,2773055.68619,"2015-02-24 06:00:00.297"
貢寮區,戶政機關,新北市瑞芳戶政事務所貢寮區所,新北市貢寮區朝陽街56號,02-24941034,www.gongliao.ris.ntpc.gov.tw,341855.341,2768512.589,"2015-02-24 06:00:00.297"
貢寮區,衛生機關,新北市貢寮區衛生所,新北市貢寮區仁愛路128號,02-24901431,gongliao.health.ntpc.gov.tw,343590.0,2772185.0,"2015-02-24 06:00:00.297"
貢寮區,消防機關,新北市貢寮消防分隊,新北市貢寮區貢寮里朝陽街66號,02-24941314,www.fire.ntpc.gov.tw,341830.274353,2768516.65248,"2015-02-24 06:00:00.297"
貢寮區,其他機關,貢寮區漁會,新北市貢寮區真理里新港街55號,02-24901193,,343486.0,2772392.0,"2015-02-24 06:00:00.297"
貢寮區,警察機關,吉林派出所,新北市貢寮區吉林里枋腳街4號,02-24941534,www.rueifang.police.ntpc.gov.tw,339451.0,2766317.0,"2015-02-24 06:00:00.297"
貢寮區,警察機關,澳底派出所,新北市貢寮區真理里延平街36號,02-24901074,www.ruifang.police.ntpc.gov.tw,343292.0,2772340.0,"2015-02-24 06:00:00.297"
貢寮區,警察機關,福隆派出所,新北市貢寮區福隆里福隆街19號,02-24991541,www.ruifang.police.ntpc.gov.tw,345352.0,2767939.0,"2015-02-24 06:00:00.297"
貢寮區,警察機關,卯澳派出所,新北市貢寮區福連里福連街18號,02-24991540,www.ruifang.police.ntpc.gov.tw,349722.0,2767578.0,"2015-02-24 06:00:00.297"
貢寮區,警察機關,和美派出所,新北市貢寮區和美里和美街30號,02-24901504,www.ruifang.police.ntpc.gov.tw,342164.0,2775284.0,"2015-02-24 06:00:00.297"
貢寮區,警察機關,貢寮分駐所,新北市貢寮區貢寮里朝陽街56-1號,02-24941542,www.ruifang.police.ntpc.gov.tw,341828.0,2768520.0,"2015-02-24 06:00:00.297"
貢寮區,警察機關,保安第二總隊第二大隊第一中隊,新北市貢寮區美豐里丹裡街1號,02-24901574,,343036.0,2771984.0,"2015-02-24 06:00:00.297"
貢寮區,警察機關,保安龍門分隊,新北市貢寮區美豐里丹裡街1號,02-24901114,,343038.0,2771956.0,"2015-02-24 06:00:00.297"
貢寮區,警察機關,保安仁里分隊,新北市貢寮區美豐里丹裡街1號,02-24901113,,343065.0,2771956.0,"2015-02-24 06:00:00.297"
